audio_file|text
jfk_00225.wav|All of our strengths and all of our weaknesses are on display.
jfk_00229.wav|And I hope that those of you who study here will come to realize that this diversity, this division, in some cases this dissension, is not a source of weakness but is a source of strength.
jfk_00231.wav|Upon it rests the security of each individual in this country.
jfk_00232.wav|So that when you come here and when you study
jfk_00235.wav|that to begin a voyage of a thousand miles requires the first step.
jfk_00236.wav|I believe that we've taken more than the first step in this country, that we are moving ahead.
jfk_00237.wav|But I realize we have a long way to go to build a free and open country here and free and open societies around the world.
jfk_00238.wav|We want you to enlist yourselves in that great effort for your own people.
jfk_00240.wav|You will go from here back home understanding what we are trying to do and getting a better understanding of what your countries themselves must do.
jfk_00244.wav|So today, we welcome you here.
jfk_00245.wav|You are going to teach us a good deal more in the time you're here than you will learn.
jfk_00246.wav|You are our guest, and you benefit us, and you are welcome among us today.
jfk_00247.wav|The last great visit we had was this house, as I suppose, had many invasions, including that of the British, when they burned it down.
jfk_00248.wav|Today, we seek to build, and we want you to know that we are proud to have you here.
jfk_00249.wav|Remarks of the President greeting Vice President Johnson when he returned from his overseas tour.
jfk_00251.wav|I want to express our great pride and satisfaction in having the Vice President and Mrs. Johnson back with us.
jfk_00252.wav|And I also want to join our fellow countrymen in commending
jfk_00254.wav|Mr. Suffrage, who's head of the retail clerks and who had a chance to communicate with some of the labor people in the countries which they visited by the vice president.
jfk_00255.wav|Also, Dr. Cain of the Mayo Clinic, who was a valuable participant in this voyage.
jfk_00256.wav|And also my sister, Jean, and her husband, Steve.
jfk_00258.wav|which the Vice President and his wife visited for coming today to join in this reception.
jfk_00260.wav|I believe the Vice President's timely and gallant enterprise of purpose accomplished the missions originally conceived in Washington.
jfk_00263.wav|single discordant note in their generous hand of welcome, which they extended to this group of distinguished Americans.
jfk_00264.wav|And therefore, I want to take this opportunity to express our thanks to the ambassadors here and through them to their countries for their very kind action to a group of Americans in whom we have great confidence.
jfk_00265.wav|I think the vice president's journey represented a great public service.
jfk_00266.wav|There are members from both parties here today to greet him.
jfk_00267.wav|There were members of both parties in his group going around the world.
jfk_00268.wav|This was an American effort to indicate our great concern for the cause of freedom in significant and important countries around the world.
jfk_00270.wav|We don't quite understand why all of you should look so well, while those of us who are here, resting, look so
jfk_00271.wav|but nevertheless, we're glad to have you back and we appreciate very much what you did.
jfk_00272.wav|Remarks of the President before signing the Latin American Aid Bill from his office in the White House, Washington, D.C., May the 27th, 1961.
jfk_00273.wav|It is a great honor in the company of distinguished members of the Congress and our friends from this hemisphere to
jfk_00276.wav|The cooperation between the countries, North and South,
jfk_00277.wav|their efforts to make a better life for their people, their willingness to advance, their common willingness to take the necessary steps which will ensure a more fruitful existence.
jfk_00278.wav|All these are essential if this hemisphere is to move forward in a true alliance for progress.
jfk_00279.wav|This is an effort made by the people of the United States to participate in this effort.
jfk_00280.wav|I think in the coming months and years we can build a stronger and more prosperous hemisphere, a hemisphere in which all people, from the top down to the bottom of the globe, share in hopes for a better life.
jfk_00281.wav|So it is a great pleasure for me to sign this act in the presence of the members of the Congress whose actions made this bill possible, and in the presence of a distinguished predecessor of mine, President Truman.
jfk_00282.wav|who in his administration carried out the efforts to improve relations substantially in this hemisphere.
jfk_00283.wav|Remarks of the President upon Arriving Orly Field, Paris, France, May 31st, 1961.
jfk_00284.wav|General De Gaulle, members of his government, Madam De Gaulle, I want to express on behalf of my wife and myself
jfk_00285.wav|our most generous appreciation of your welcome today.
jfk_00286.wav|I come from America, the daughter of Europe, to France, which is America's oldest friend.
jfk_00288.wav|Every man has two countries, France and his own.
jfk_00289.wav|But I come today not because merely past ties and past friendship, but because the present relationship between France and the United States is essential for the preservation of freedom around the globe.
jfk_00290.wav|I come also because of the grandeur of France's present mission, the productivity of her workers, the brilliance of her universities,
jfk_00292.wav|In my office in recent weeks, I have received many envoys of new countries.
jfk_00293.wav|Many of them spoke French, the language of free men.
jfk_00295.wav|You have been a captain in the field, in the defense of the West, for more than 20 years.
jfk_00296.wav|Your vigor, your leadership, your long sense of history
jfk_00298.wav|France and the United States have been associated in the past in many great causes, but I can think of no more happy cause than to be associated together in the climactic moment in the defense of freedom.
jfk_00299.wav|Remarks of the President at a Steak Dinner given in his honor.
jfk_00302.wav|In this city, in 1783, Benjamin Franklin signed the treaty which made us sovereign, independent, and equal.
jfk_00303.wav|And in addition, it is not difficult for this president of the United States to come to France.
jfk_00306.wav|I go to my office, and the bad news of the day is brought to me by my press secretary, Pierre Solange, not in his native language.
jfk_00309.wav|to explain the close relations which exist between the United States and France.
jfk_00310.wav|There is no doubt that the early revolutionary leaders paid due tribute to France, George Washington and the others, for the role which France played in the independence of our country.
jfk_00311.wav|But it is an interesting fact in history that John Adams, who was also a minister to France and a successor to General Washington,
jfk_00312.wav|should want as his epitaph to be written, he kept the peace with France.
jfk_00314.wav|And where once General Washington and Mr. Adams paid tribute to France, Mr. Adams could claim as his great contribution that he did not engage in war with this country.
jfk_00315.wav|So that sentiment and friendship, which come and go, are not sufficient.
jfk_00316.wav|to explain the enduring ties which exist between France and the United States.
jfk_00318.wav|I live in a part of America which is the most eastern part, and I look across the ocean, and the nearest country I can see is France.
jfk_00319.wav|It has been in this century a strong conviction of the presidents and the people of the United States that the security of my country would be directly threatened.
jfk_00320.wav|if France were not independent and strong and sovereign.
jfk_00321.wav|And so, in this century, on two occasions, young men from my country have come to contribute to the maintenance of that independence and that sovereignty.
jfk_00322.wav|And now, in the most difficult era in the life of our two countries, this next decade, I believe the ties should be even more intimate.
jfk_00325.wav|I believe that we are one body and it is my hope that on this visit we can contribute to the uniformity of view
jfk_00326.wav|which will permit us to go to the river of peace and gain satisfaction from it.
jfk_00327.wav|As an American, I take pleasure in seeing people around the world salute the American Revolution and the principles for which we fought.
jfk_00328.wav|As Frenchman, I know that you take satisfaction that people around the world invoke your great mottos of liberty, equality, and fraternity.
jfk_00329.wav|What counts, of course, is not merely the words, but the meaning behind them.
jfk_00330.wav|We believe in liberty and equality and fraternity.
jfk_00331.wav|And we believe in life and liberty and the pursuit of happiness.
jfk_00333.wav|Not merely the slogans and the mottos, which are invoked across the globe by those who make themselves our adversary,
jfk_00334.wav|We believe in the significance behind these great ideas.
jfk_00335.wav|And therefore, I think it quite natural that in this most difficult decade of the 1960s, France and the United States should be once again associated together.
jfk_00336.wav|And it is a particular source of satisfaction to me, as President of the United States, that we should be associated with President De Gaulle.
jfk_00338.wav|as the only great leader of World War II who occupies a position of high responsibility.
jfk_00340.wav|And he stands true to the same concept which he fought for during the Second World War, the sovereignty of France, the community of the Western nations.
jfk_00342.wav|on this field which he has occupied for more than 20 years.
jfk_00343.wav|I ask you to drink to the great Captain of the West, your President General DeGaulle.
jfk_00344.wav|Remarks of the President to a Big Brothers Dinner in honor of Ed Foley, Mayflower Hotel, Washington, D.C., June 7, 1961.
jfk_00347.wav|I was anxious to come here tonight for two reasons.
jfk_00349.wav|And also because I think this cause, which has brought together a good many busy people who have many other obligations and many other interests, is a most important cause for this country.
jfk_00350.wav|Drew Pearson had in his article this morning some statistics which I would hope every American would read.
jfk_00351.wav|And I have three statistics here which I think are important.
jfk_00353.wav|7.5 million American young people will drop out of school before they graduate.
jfk_00355.wav|In the next 10 years, 26 million men and women, boys and girls, 25 years or under, will come into the labor market and be looking for jobs.
jfk_00357.wav|The jobs available to those who are only semi-skilled, who are not well-educated, who are not well-adjusted, who are not well-motivated, those jobs will become less and less.
jfk_00359.wav|to fulfill their own destiny, but also demonstrating what a free people can do.
jfk_00361.wav|and ultimately may end up, as so many do, in a life of crime when they're young, which stains their life from then on.
jfk_00363.wav|And many people write to me once in a while and say, well, you say, what can we do for America?
jfk_00365.wav|Well, I suppose they feel that it might be easier if you could write back and say that you want them to
jfk_00366.wav|go ashore on a bombarded beach, or to take some action one afternoon, which would make a significant difference in the life and survival of our country.
jfk_00367.wav|But those are not really the responsibilities, the kind of responsibility, which we're going to have to meet in the coming days and years.
jfk_00368.wav|It's a much slower and more gradual task.
jfk_00369.wav|There is no final definite responsibility or commitment
jfk_00370.wav|which we must accept, and if accept, fulfill our responsibility.
jfk_00371.wav|We must do all the gradual things, which are unspectacular, and in many cases seem unrewarding, to help a foreign student, or to do what you're doing here tonight.
jfk_00372.wav|No one in the United States, other than those who are associated in your work, will possibly recognize that the effort that you make here tonight, or, more importantly,
jfk_00373.wav|that have made week by week, year by year, to assist one, two, or three boys or girls, no one could possibly feel that that represents a significant contribution to the maintenance of our country.
jfk_00374.wav|But if it's done by enough people for enough period of time, it will represent a significant contribution.
jfk_00375.wav|The government of the United States, the vice president or the president, cannot possibly in a free society
jfk_00376.wav|command, or should they, those actions for the benefit of the state, which our adversaries are able to do with ease.
jfk_00377.wav|These things must be done in a voluntary manner, and they must be done by our own individual impulse.
jfk_00378.wav|And therefore, I think this work that you are doing is work which is most important in a most important time in the life of our country.
jfk_00379.wav|And if in that effort you are able, by the passage of some
jfk_00381.wav|So I congratulate you tonight and those who are joined with you.
jfk_00382.wav|This is the sort of thing that I mean when I say what we can do for America.
jfk_00383.wav|Remarks of the President upon greeting President Ulu of the Congo, Metz Terminal, Washington, D.C., June 8, 1961.
jfk_00385.wav|Secretary, General, Ambassador, I wish to express my great pleasure at this country being honored by your visit.
jfk_00386.wav|You have played a most important and significant role in the most important event in the life of any country, and that is its emergence
jfk_00387.wav|into a free, sovereign, and independent status.
jfk_00390.wav|And therefore, Mr. President, you come to us today from a distant continent,
jfk_00393.wav|Remarks upon signing the NASA Authorization Bill, H.R.
jfk_00394.wav|674, from the White House Fishroom, July 21st, 1961.
jfk_00395.wav|It is a pleasure to sign today the Authorization Bill for the National Aeronautics and Space Administration.
jfk_00396.wav|This bill has been approved by the Congress in an overwhelming manner and demonstrates united support for a new and vigorous space program
jfk_00399.wav|It's significant also that this flight was made before the eyes of the watching world with all the hazard that that entails.
jfk_00402.wav|Remarks of the President on the Return of Vice President Johnson from Berlin and Bonn from the Fishroom of the White House, August 21, 1961.
jfk_00405.wav|the confidence and trust which the people of West Berlin have in this country and in its commitments.
jfk_00406.wav|And it places a heavy responsibility upon all of us to meet that responsibility.
jfk_00407.wav|I want to express my thanks to him for this most important service he has rendered to our country, to General Clay who accompanied him, who was the commandant in Berlin during the airlift in the late 40s,
jfk_00408.wav|Mr. Boland from the State Department, Secretary of State, Mr. Rusk, and I are most gratified by their visit.
jfk_00409.wav|And we are aware, and the Vice President has emphasized this, that we are going to pass through difficult weeks and months in the time ahead in maintaining the freedom of West Berlin.
jfk_00411.wav|REMARKS OF THE PRESIDENT TO A GROUP OF CRIPPLED CHILDREN ATTENDING A CONCERT BY THE TRANSYLVANIA MUSIC GROUP FROM BREVARD, NORTH CAROLINA.
jfk_00412.wav|FROM THE WHITE HOUSE LAWN, 22nd August, 1961.
jfk_00413.wav|I want to express our great pleasure at having Dr. Fall and the students from his school in North Carolina.
jfk_00414.wav|I just said to them that I think they played HAIL OF THE CHIEF better than the Marine Corps
jfk_00416.wav|I think we have the governor of North Carolina, Mrs. Sanford, and Governor Hodges, and Mrs. Hodges, and also some of the North Carolina delegation with us today.
jfk_00417.wav|This is the first in a series of concerts here at the White House by students of music, by younger people, for younger people.
jfk_00418.wav|And we hope that we will have many during the coming months and years.
jfk_00422.wav|I think that sometimes in this country we're not as aware as we should be of the extraordinary work that's being done in this field.
jfk_00423.wav|Probably the best chamber music in the world is played in Vermont by young Americans.
jfk_00424.wav|And here in this school where they have produced extraordinary musicians and teachers, and their work is being duplicated all across the United States.
jfk_00426.wav|And therefore, it is a great source of satisfaction to me, representing, as I do today, my wife, to welcome all of you here today to the White House.
jfk_00427.wav|We're particularly glad that you're playing for a group of children from the district, who we're very happy to welcome here to the White House also.
jfk_00428.wav|So while I'll have to go back to my office, I do want to say that I'm going to keep the door open.
jfk_00429.wav|Remarks of the President upon the departure of the first contingent of the Peace Corps to Ghana and Tanganyika from the White House Rose Garden, August 28, 1961.
jfk_00431.wav|I want to express my great pleasure at welcoming all of you who are the first members of the Peace Corps to be graduated from these schools and also the first members of the Peace Corps to go overseas.
jfk_00433.wav|I'm sure that you realize how important and valuable is the work in which you're engaged.
jfk_00434.wav|One of the great problems that the people of Africa face are the comparatively few experienced, educated leaders that they have positions of responsibility during these first days of their independence.
jfk_00435.wav|And to indicate the intimate relationship between teaching and leadership, the president of Ghana, President Nkrumah, studied here in the United States.
jfk_00437.wav|The President, the Prime Minister-to-be of Tanganyika, Mr. Nyerere, studied at St.
jfk_00438.wav|Andrews in Scotland, and both of them, of course, are among the most vigorous leaders of the new Africa.
jfk_00439.wav|I feel a particular satisfaction because this is the most immediate response, the Peace Corps, that I think the country has seen to the whole spirit which
jfk_00440.wav|I tried to suggest in my inaugural about the contribution which we could make to our country.
jfk_00443.wav|The fact that you're willing to do this for our country and in the largest sense, as the name suggests, for the cause of peace and understanding, I think should make all Americans proud and make them all appreciative.
jfk_00444.wav|There are, of course, a great many hundreds of millions of people scattered throughout the world.
jfk_00446.wav|But a great impression of what kind of a country we have and what kind of a people we are,
jfk_00448.wav|You will be the personification of a special group of young Americans.
jfk_00450.wav|So I hope you realize, and I know you do, that the future of the Peace Corps really rests with you.
jfk_00451.wav|If you do well, then the Peace Corps will be developed, and more and more Americans will go abroad.
jfk_00452.wav|And we'll find a greater and greater response to this idea of serving our country.
jfk_00453.wav|I'm glad that those of you who are going to Tanganyika, who are going to take part in surveying, it's desperately needed.
jfk_00454.wav|It's the kind of a skill which, if I think that
jfk_00456.wav|Tanganyika is gifted with unusual leadership, and I'm particularly glad that you're going there to help open up the back land.
jfk_00457.wav|So that you're very welcome here, and we're all proud of you, and I must say we put a good deal of hope in the work that you do.
jfk_00459.wav|Remarks of the President on the 50th Anniversary of the First Workmen's Compensation Act
jfk_00460.wav|on the South Lawn of the White House, August 31st, 1961.
jfk_00462.wav|for the action it took in 1911, 50 years ago, in passing the first state workman's compensation law.
jfk_00463.wav|And the leadership shown in that state on that occasion was followed in later years by other actions which that state took in the 20s, which led directly to the passage in the 30s of the National Social Security Act.
jfk_00464.wav|This first step to provide security for American workingmen
jfk_00465.wav|who may have been injured, to provide security for their families if they may have been fatally injured, represents one of the great landmarks of social legislation on our books in the long history of this country.
jfk_00466.wav|That promising beginning has meant security to millions of Americans, and it represents the kind of forward-looking action on the state and national level the need for which faces us in our own day in 1961.
jfk_00468.wav|But we also look forward and we recognize that in our time, in the states and in the national government, there is still a good deal of unfinished business.
jfk_00470.wav|who have exhausted in recent weeks the emergency unemployment compensation and who now want to work and find themselves having to turn to inadequate public assistance.
jfk_00472.wav|resources stored away in spite of many years of devoted labor and adequate resources to meet their medical bills.
jfk_00474.wav|So I want to congratulate the post office for this memorial to progress.
jfk_00475.wav|I'm delighted that the governor, a distinguished governor and progressive governor of the state of Wisconsin, to which we all owe much, that he has come here today and participated in this ceremony.
jfk_00476.wav|And I'm sure that his presence here, this stamp, that when all of us look at this stamp,
jfk_00479.wav|The President's remarks upon signing Bill H.R.
jfk_00480.wav|9118 from the Presidential Suite of the Carlisle Hotel in New York City, September 26th, 1961.
jfk_00481.wav|In the signing of H.R.
jfk_00482.wav|9118, there is created the United States Arms Control and Disarmament Agency.
jfk_00483.wav|This act symbolizes the importance the United States places on arms control and disarmament in its foreign policy.
jfk_00484.wav|Creation for the first time by act of Congress of a special organization to deal with arms control and disarmament matters emphasizes the high priority that attaches to our efforts in this direction.
jfk_00486.wav|It is a complex and difficult task to reconcile through negotiation the many security interests of all nations to achieve disarmament.
